SRR30154016	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/016/SRR30154016/SRR30154016_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/016/SRR30154016/SRR30154016_2.fastq.gz
SRR30154023	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/023/SRR30154023/SRR30154023_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR301/023/SRR30154023/SRR30154023_2.fastq.gz
